Counter	Image	class label	Myr	Viewpoint	Delta PA	v_asym	s_asym	resids	lambda_r	epsilon	A	A_2	deltapos	deltapos2	nspax	re	meanvel	varvel	skewvel	kurtvel	meansig	varsig	skewsig	kurtsig	abskewvel	abskewsig	random
39	fg1_m13_iso1_rotated	0	0.49	6	21.06	0.26	0.04	5.21	0.28	0.04	21.76	30.6	0.43	0.48	764	13.94	-9.85	18.07	0.12	-0.86	55.64	10.54	-0.06	1.61	0.12	0.06	0.09
44	fg1_m13_iso1_rotated	0	0.59	4	8.58	0.47	0.06	6.08	0.25	0.1	32.57	28.8	0.3	0.88	764	13.4	-5.46	17.81	-0.08	-0.97	56.55	10.78	-0.19	1.4	0.08	0.19	-0.11
45	fg1_m13_iso1_rotated	0	0.59	5	58.18	0.08	0.05	5.65	0.25	0.08	16.07	16.83	0.86	0.88	764	13.58	-3.48	18.44	0.04	-1.03	56.23	10.47	-0.51	1.91	0.04	0.51	0.29
46	fg1_m13_iso1_rotated	0	0.59	6	83.16	0.08	0.04	5.28	0.3	0.07	6.19	9.75	0.68	0.88	764	13.89	-5.25	18.87	-0.0	-0.95	55.43	11.06	-0.05	0.68	0.0	0.05	0.03
50	fg1_m13_iso1_rotated	0	1.96	4	61.37	0.07	0.05	5.72	0.24	0.71	3.99	9.96	0.68	0.48	1238	18.94	-6.89	19.62	0.1	-1.17	55.46	9.21	-0.04	0.93	0.1	0.04	0.77
51	fg1_m13_iso1_rotated	0	1.96	5	69.23	0.08	0.04	3.8	0.26	0.63	10.58	10.61	0.43	0.48	1242	18.11	-4.52	19.2	-0.12	-1.27	55.34	8.55	0.4	0.36	0.12	0.4	-0.28
52	fg1_m13_iso1_rotated	0	1.96	6	78.54	0.09	0.04	3.73	0.25	0.74	17.68	25.73	0.43	0.21	987	17.97	-4.96	18.31	0.0	-0.94	56.81	8.54	0.6	0.22	0.0	0.6	-0.37
4	fg1_m13_iso0.333_rotated	0	0.05	4	76.17	0.1	0.07	4.71	0.3	0.03	37.4	22.94	0.3	0.21	368	10.62	-0.81	12.99	-0.03	-0.89	34.35	13.25	-0.67	0.91	0.03	0.67	0.21
5	fg1_m13_iso0.333_rotated	0	0.05	5	23.88	0.37	0.09	3.9	0.29	0.03	48.54	28.22	0.0	0.48	368	10.83	-6.67	11.88	0.1	-0.79	35.46	14.1	-0.5	0.13	0.1	0.5	2.23
6	fg1_m13_iso0.333_rotated	0	0.05	6	15.12	0.38	0.05	6.08	0.32	0.04	22.46	24.08	0.0	0.77	368	10.95	-3.1	12.92	-0.14	-0.9	33.67	12.17	-0.18	0.03	0.14	0.18	0.18
11	fg1_m13_iso0.333_rotated	0	0.1	4	32.86	0.15	0.08	5.34	0.29	0.03	28.51	26.07	0.0	0.21	368	10.94	-2.09	12.46	0.04	-0.92	37.08	12.98	-0.56	0.62	0.04	0.56	1.1
12	fg1_m13_iso0.333_rotated	0	0.1	5	64.28	0.09	0.07	4.5	0.29	-0.06	33.53	46.1	0.3	0.77	764	11.4	-2.86	14.61	-0.14	-1.15	33.68	9.39	-0.15	2.23	0.14	0.15	1.21
13	fg1_m13_iso0.333_rotated	0	0.1	6	76.94	0.09	0.09	4.56	0.3	-0.03	48.95	35.0	0.3	0.48	368	10.91	-2.01	13.16	-0.07	-0.95	36.03	12.91	-0.34	0.33	0.07	0.34	0.82
18	fg1_m13_iso0.333_rotated	0	0.29	4	83.46	0.08	0.07	3.4	0.39	0.91	11.55	31.19	0.96	1.68	1028	73.64	-4.28	14.96	0.02	-1.28	31.77	8.73	0.98	2.74	0.02	0.98	-1.01
19	fg1_m13_iso0.333_rotated	0	0.29	5	78.16	0.15	0.09	4.9	0.3	-0.1	21.53	18.97	0.68	0.21	368	10.68	-5.9	11.26	-0.02	-0.94	36.05	9.7	-0.22	0.55	0.02	0.22	-1.17
20	fg1_m13_iso0.333_rotated	0	0.29	6	80.29	0.12	0.07	4.02	0.35	0.94	12.82	47.22	0.0	1.07	1034	244.54	-3.73	14.94	-0.08	-1.36	31.95	9.47	-0.04	1.02	0.08	0.04	1.25
25	fg1_m13_iso0.333_rotated	0	0.49	4	80.56	0.08	0.09	3.21	0.31	0.05	9.99	20.31	0.68	0.21	762	11.43	-5.18	13.88	-0.1	-1.21	32.77	8.68	0.25	2.69	0.1	0.25	0.06
26	fg1_m13_iso0.333_rotated	0	0.49	5	48.06	0.15	0.07	5.2	0.29	-0.02	27.64	35.17	0.3	0.64	758	11.48	-2.74	13.84	-0.03	-1.26	34.25	7.42	-0.13	2.08	0.03	0.13	2.41
27	fg1_m13_iso0.333_rotated	0	0.49	6	66.83	0.14	0.05	3.66	0.3	0.03	12.15	12.44	0.43	0.48	368	11.17	-6.05	12.74	0.05	-1.13	36.67	9.49	-0.65	1.61	0.05	0.65	0.94
32	fg1_m13_iso0.333_rotated	0	0.98	4	73.73	0.18	0.08	4.55	0.34	0.24	17.09	31.41	0.0	0.88	870	24.59	-6.55	12.89	-0.11	-1.29	34.26	6.82	0.84	3.03	0.11	0.84	0.35
33	fg1_m13_iso0.333_rotated	0	0.98	5	77.87	0.1	0.06	3.22	0.34	0.71	21.43	33.72	2.21	1.83	881	60.78	-4.62	13.32	-0.15	-1.25	34.83	7.02	0.25	2.2	0.15	0.25	-0.06
34	fg1_m13_iso0.333_rotated	0	0.98	6	35.75	0.12	0.1	5.66	0.3	0.03	16.05	15.28	0.3	0.88	689	12.62	-6.31	13.9	-0.0	-1.36	35.45	6.67	0.2	2.51	0.0	0.2	-1.48
39	fg1_m13_iso0.333_rotated	0	1.96	4	82.7	0.19	0.05	5.77	0.2	-0.25	43.09	14.65	0.3	0.77	382	12.37	-6.32	9.0	-0.15	-0.12	41.67	8.77	-1.19	4.44	0.15	1.19	0.1
40	fg1_m13_iso0.333_rotated	0	1.96	5	39.73	0.14	0.05	5.06	0.29	0.08	22.54	8.48	0.68	0.48	457	20.57	-6.44	12.98	0.18	-1.42	41.54	7.97	-0.43	4.36	0.18	0.43	-0.49
41	fg1_m13_iso0.333_rotated	0	1.96	6	76.32	0.13	0.09	4.63	0.3	0.05	13.4	7.12	0.0	0.48	463	20.54	-2.6	15.73	-0.27	-1.13	42.64	7.78	-0.28	-0.01	0.27	0.28	0.15
0	fg1_m13	1	0.1	0	47.3	0.03	0.05	6.33	0.56	0.1	2.41	7.93	0.0	0.77	764	14.5	-3.88	49.67	0.0	-1.22	59.99	12.96	-0.1	-0.17	0.0	0.1	0.07
1	fg1_m13	1	0.1	1	69.29	0.03	0.05	8.99	0.86	0.85	3.14	2.5	0.3	0.77	933	21.42	-71.77	115.05	-0.0	-1.45	53.21	13.5	-0.36	0.66	0.0	0.36	1.22
2	fg1_m13	1	0.1	2	58.45	0.04	0.06	10.79	0.87	0.83	1.26	1.61	0.0	0.21	1043	22.11	19.6	114.01	-0.04	-1.39	51.41	13.98	-0.56	0.74	0.04	0.56	-2.97
3	fg1_m13	1	0.1	3	82.49	0.02	0.04	8.69	0.74	0.31	4.67	21.76	0.43	0.77	1256	16.41	51.38	74.84	-0.05	-1.19	53.71	15.4	0.07	0.08	0.05	0.07	0.86
4	fg1_m13	1	0.1	4	56.71	0.02	0.06	6.79	0.73	0.21	1.94	5.42	0.3	0.21	1256	15.36	-60.98	66.86	-0.06	-1.21	54.71	15.68	-0.01	-0.25	0.06	0.01	-0.11
5	fg1_m13	1	0.1	5	53.21	0.02	0.04	10.67	0.76	0.41	0.87	4.71	0.0	0.21	1256	17.04	16.5	82.22	-0.03	-1.13	52.64	15.03	-0.05	-0.21	0.03	0.05	-1.63
6	fg1_m13	1	0.1	6	85.32	0.02	0.04	9.06	0.86	0.84	1.82	6.87	0.0	0.77	862	20.65	43.13	107.8	-0.04	-1.36	53.89	14.23	-0.77	3.24	0.04	0.77	0.81
7	fg1_m13	1	0.39	0	54.37	0.02	0.05	5.46	0.56	0.26	1.19	4.09	0.0	0.48	1256	15.14	-4.08	53.51	0.01	-1.25	56.92	13.78	0.08	0.43	0.01	0.08	0.19
8	fg1_m13	1	0.39	1	65.51	0.03	0.05	10.71	0.85	0.84	3.58	5.23	0.91	0.48	983	21.52	-98.26	119.5	0.03	-1.4	57.91	15.57	-0.69	1.27	0.03	0.69	-1.59
9	fg1_m13	1	0.39	2	62.45	0.02	0.04	13.3	0.8	0.72	4.78	5.42	1.52	0.21	1367	18.63	2.43	110.71	-0.54	-1.12	66.5	24.78	1.84	4.95	0.54	1.84	0.07
10	fg1_m13	1	0.39	3	75.92	0.02	0.06	6.88	0.88	0.29	6.75	12.47	0.3	0.48	1256	15.27	128.04	69.35	-0.07	-1.17	58.58	18.26	0.94	3.32	0.07	0.94	-0.64
11	fg1_m13	1	0.39	4	56.4	0.02	0.05	6.63	0.77	0.14	2.45	9.57	0.0	0.21	764	14.39	-88.56	61.17	0.03	-1.21	65.37	14.38	0.19	0.45	0.03	0.19	-1.76
12	fg1_m13	1	0.39	5	51.58	0.01	0.05	7.26	0.74	0.42	1.76	8.53	0.0	0.48	1254	15.57	-29.8	89.86	-0.02	-1.15	58.59	14.35	0.22	-0.34	0.02	0.22	-1.54
13	fg1_m13	1	0.39	6	84.69	0.03	0.05	7.41	0.85	0.85	3.88	14.14	0.43	0.48	1068	22.45	102.9	111.82	0.0	-1.42	56.77	17.87	1.34	4.89	0.0	1.34	-0.4
14	fg1_m13	1	0.49	0	50.74	0.13	0.07	29.26	0.59	0.47	1.65	2.66	0.3	1.37	1426	18.26	4.1	69.37	0.05	-1.43	59.83	15.15	0.39	-0.31	0.05	0.39	-0.8
15	fg1_m13	1	0.49	1	69.06	0.04	0.08	12.95	0.74	0.65	4.98	5.62	0.3	0.21	740	15.63	-4.11	103.0	-0.13	-1.13	67.08	18.45	-0.28	-0.49	0.13	0.28	-1.22
16	fg1_m13	1	0.49	2	44.4	0.06	0.1	25.08	0.82	0.87	32.05	30.35	0.61	1.07	1117	24.75	-81.19	106.62	-0.04	-1.4	69.51	20.0	0.1	-0.29	0.04	0.1	0.17
17	fg1_m13	1	0.49	3	83.35	0.03	0.09	8.75	0.76	0.58	10.81	33.03	0.43	0.48	1062	16.55	92.56	105.88	0.2	-1.28	71.77	22.63	0.02	-0.42	0.2	0.02	1.13
18	fg1_m13	1	0.49	4	72.07	0.04	0.06	6.58	0.63	0.52	13.46	33.89	0.43	0.21	1488	21.06	-16.05	56.87	-0.0	-1.02	57.98	17.4	0.26	0.21	0.0	0.26	-0.13
19	fg1_m13	1	0.49	5	56.43	0.03	0.07	10.33	0.85	0.65	6.47	14.47	0.96	1.83	1496	23.44	-76.32	86.06	0.02	-1.12	56.25	17.29	0.22	-0.52	0.02	0.22	-0.08
20	fg1_m13	1	0.49	6	64.99	0.04	0.07	18.87	0.77	0.83	7.42	11.86	0.43	0.21	703	17.76	79.16	125.81	-0.04	-1.28	87.24	22.26	-0.11	-0.54	0.04	0.11	-2.08
21	fg1_m13	1	0.59	0	42.59	0.23	0.12	13.82	0.41	0.36	36.06	60.71	0.68	1.68	1160	18.87	10.3	47.6	-0.24	-1.24	64.25	19.54	0.55	-0.39	0.24	0.55	1.1
22	fg1_m13	1	0.59	1	74.33	0.05	0.07	14.94	0.66	0.82	14.01	15.64	0.43	0.48	800	19.03	-23.01	98.93	0.04	-1.43	87.99	22.45	0.44	-0.31	0.04	0.44	-0.14
23	fg1_m13	1	0.59	2	72.73	0.05	0.06	17.69	0.57	0.46	16.98	19.76	0.68	0.88	673	12.08	-12.45	84.58	0.08	-0.92	91.04	21.22	-0.49	0.16	0.08	0.49	-1.01
24	fg1_m13	1	0.59	3	54.07	0.05	0.06	10.23	0.72	0.52	3.1	7.96	0.96	0.48	1664	22.68	50.43	85.46	-0.1	-1.16	72.17	18.87	0.02	-0.77	0.1	0.02	-0.02
25	fg1_m13	1	0.59	4	54.43	0.1	0.1	15.12	0.41	0.25	19.1	35.86	1.09	2.11	993	17.34	-7.19	61.82	-0.33	-1.15	67.12	25.1	0.59	-0.51	0.33	0.59	-0.19
26	fg1_m13	1	0.59	5	53.06	0.07	0.06	28.28	0.52	0.38	16.71	16.47	0.43	1.3	368	10.96	-72.84	83.33	0.3	-0.72	108.3	25.19	-0.59	-0.48	0.3	0.59	2.01
27	fg1_m13	1	0.59	6	83.89	0.03	0.04	8.39	0.74	0.6	2.55	4.43	1.36	0.48	1347	23.18	34.48	95.08	-0.16	-0.84	71.21	18.94	0.17	-0.86	0.16	0.17	-0.24
28	fg1_m13	1	0.68	0	49.86	0.06	0.05	9.03	0.42	0.19	25.02	23.98	0.3	0.77	744	13.31	-8.82	49.19	0.15	-1.0	73.35	14.61	-0.33	0.12	0.15	0.33	0.47
29	fg1_m13	1	0.68	1	82.09	0.05	0.03	8.45	0.65	0.79	7.64	15.88	0.61	0.88	538	14.64	-23.41	76.01	-0.02	-1.21	86.02	11.09	-0.05	-0.4	0.02	0.05	-1.91
30	fg1_m13	1	0.68	2	53.52	0.05	0.05	11.54	0.63	0.6	8.46	13.67	0.3	0.77	1214	18.07	-37.28	102.56	0.1	-1.33	79.7	21.52	0.71	1.08	0.1	0.71	0.55
31	fg1_m13	1	0.68	4	67.44	0.06	0.07	10.12	0.48	0.23	10.63	15.74	0.61	0.21	1225	16.38	-6.67	48.37	-0.07	-1.08	66.07	12.33	0.63	0.38	0.07	0.63	1.13
32	fg1_m13	1	0.68	5	53.64	0.06	0.06	14.45	0.61	0.49	9.87	11.27	0.68	0.88	1162	16.89	-28.05	76.96	0.17	-0.88	81.14	14.92	0.05	0.59	0.17	0.05	0.47
33	fg1_m13	1	0.68	6	76.5	0.05	0.05	13.14	0.58	0.78	15.44	23.49	0.68	0.21	741	15.24	32.13	97.81	-0.16	-1.44	85.61	26.0	0.07	-0.46	0.16	0.07	-0.27
34	fg1_m13	1	0.88	0	64.07	0.05	0.06	5.14	0.16	0.38	25.44	17.49	0.3	0.21	368	7.4	1.08	30.15	-0.05	-1.11	87.23	18.78	0.83	0.2	0.05	0.83	1.75
35	fg1_m13	1	0.88	1	77.34	0.03	0.06	8.4	0.63	0.69	13.92	10.26	0.0	0.48	879	16.48	2.8	83.08	-0.08	-1.09	75.39	18.69	0.58	0.42	0.08	0.58	0.36
36	fg1_m13	1	0.88	2	53.92	0.03	0.04	17.48	0.41	0.67	3.4	5.91	0.3	0.21	368	9.69	-31.37	66.62	0.07	-0.92	101.9	19.02	0.23	-0.46	0.07	0.23	0.04
37	fg1_m13	1	0.88	3	66.2	0.03	0.04	10.49	0.3	0.19	4.03	4.09	0.3	0.48	368	9.15	13.55	57.04	0.16	-0.86	97.32	18.11	0.57	-0.25	0.16	0.57	-2.25
38	fg1_m13	1	0.88	4	55.8	0.04	0.04	5.89	0.17	0.33	3.68	4.18	0.3	0.48	368	8.23	-2.92	32.02	-0.03	-1.0	88.31	18.47	0.44	-0.6	0.03	0.44	1.27
39	fg1_m13	1	0.88	5	62.34	0.03	0.04	14.25	0.39	0.61	3.14	3.68	0.3	0.48	368	10.4	-34.82	59.04	-0.01	-0.94	101.25	19.46	0.29	-0.36	0.01	0.29	-1.85
40	fg1_m13	1	0.88	6	80.65	0.02	0.04	9.7	0.51	0.69	5.76	6.24	0.43	0.48	603	12.49	11.36	74.02	-0.01	-1.01	88.78	15.18	0.63	0.27	0.01	0.63	0.9
41	fg1_m13	1	1.17	0	63.47	0.05	0.05	6.97	0.15	0.23	6.41	5.98	0.0	0.48	368	6.89	-0.96	37.65	-0.05	-1.01	94.67	17.93	0.45	-0.45	0.05	0.45	1.96
42	fg1_m13	1	1.17	2	49.92	0.03	0.04	6.09	0.47	0.67	12.71	23.95	0.3	0.48	688	11.73	-7.92	72.84	-0.11	-1.02	88.25	18.15	0.95	0.62	0.11	0.95	1.4
43	fg1_m13	1	1.17	3	71.41	0.04	0.05	9.71	0.28	0.21	3.97	5.47	0.3	0.48	368	8.66	-4.09	57.03	-0.05	-0.92	101.94	18.78	0.61	-0.26	0.05	0.61	0.18
44	fg1_m13	1	1.17	4	72.04	0.04	0.04	5.18	0.16	0.39	15.21	11.19	0.61	0.48	368	7.72	-6.18	27.09	-0.14	-1.19	90.69	17.43	0.62	-0.47	0.14	0.62	-0.61
45	fg1_m13	1	1.17	6	74.97	0.02	0.04	5.1	0.51	0.72	7.74	7.96	0.3	0.48	627	12.38	-1.11	77.14	0.01	-1.06	88.77	20.31	0.58	-0.17	0.01	0.58	1.51
46	fg1_m13	1	1.27	0	80.23	0.05	0.05	7.67	0.19	0.25	12.49	15.86	0.0	0.48	368	8.13	-1.97	38.7	-0.11	-1.16	95.87	17.75	0.79	-0.15	0.11	0.79	-0.19
47	fg1_m13	1	1.27	1	76.84	0.03	0.05	10.59	0.49	0.64	16.35	15.9	0.0	0.21	620	12.23	1.12	82.19	-0.05	-1.09	93.11	21.68	0.6	-0.36	0.05	0.6	-0.61
48	fg1_m13	1	1.27	3	65.33	0.03	0.03	8.0	0.34	0.59	1.29	1.68	0.43	0.64	368	11.26	-8.59	46.16	-0.04	-1.11	95.31	19.32	0.79	-0.19	0.04	0.79	-0.05
49	fg1_m13	1	1.27	4	65.06	0.05	0.06	7.05	0.15	0.19	12.11	11.49	0.0	0.48	368	7.41	-3.4	36.21	-0.13	-0.95	96.75	14.38	0.54	-0.63	0.13	0.54	0.22
50	fg1_m13	1	1.27	5	47.94	0.04	0.04	18.53	0.37	0.43	8.86	13.45	0.3	0.48	368	9.31	-5.18	65.68	0.04	-0.86	104.94	20.59	0.22	-0.75	0.04	0.22	3.12
51	fg1_m13	1	1.27	6	67.91	0.03	0.04	9.19	0.64	0.81	3.37	2.42	0.0	0.48	717	17.06	-10.42	87.02	-0.0	-1.33	83.05	16.66	0.99	0.97	0.0	0.99	0.05
52	fg1_m13	1	1.37	0	59.02	0.07	0.06	5.52	0.15	0.54	4.48	3.74	0.43	0.21	368	6.61	-5.04	31.22	0.18	-1.06	95.1	17.87	0.61	-0.48	0.18	0.61	0.77
53	fg1_m13	1	1.37	2	46.09	0.03	0.04	15.84	0.38	0.53	2.79	4.84	0.0	0.21	367	9.59	-10.26	63.11	0.09	-0.96	106.04	21.16	0.33	-0.32	0.09	0.33	0.93
54	fg1_m13	1	1.37	3	55.02	0.04	0.04	8.99	0.28	0.11	10.22	16.15	0.0	0.21	368	7.78	-1.14	63.23	-0.11	-1.13	107.95	18.7	0.51	-0.6	0.11	0.51	1.52
55	fg1_m13	1	1.37	4	64.56	0.05	0.03	5.15	0.14	0.41	14.85	13.78	0.0	0.48	368	7.03	-5.73	25.82	-0.05	-1.14	91.3	14.56	0.3	-0.68	0.05	0.3	-1.04
56	fg1_m13	1	1.37	6	76.46	0.03	0.03	10.23	0.44	0.64	7.7	8.28	0.3	0.48	367	10.77	-4.18	58.89	-0.03	-1.0	99.78	19.8	0.29	-0.61	0.03	0.29	-0.5
57	fg1_m13	1	1.42	0	87.58	0.04	0.06	7.02	0.17	0.47	18.27	26.88	0.3	0.48	368	7.63	-2.53	33.83	-0.05	-1.06	94.76	18.79	0.65	-0.44	0.05	0.65	-0.35
58	fg1_m13	1	1.42	2	62.61	0.03	0.04	16.68	0.39	0.42	12.76	18.61	0.3	0.21	368	9.65	-6.67	67.27	0.04	-0.99	108.62	20.15	0.31	-0.57	0.04	0.31	-0.79
59	fg1_m13	1	1.42	3	57.06	0.03	0.03	8.02	0.31	0.6	2.17	3.87	0.3	0.48	368	9.16	-8.22	52.41	0.0	-1.12	100.81	20.83	0.75	-0.28	0.0	0.75	0.1
60	fg1_m13	1	1.42	5	59.37	0.03	0.03	6.0	0.32	0.31	5.8	8.13	0.0	0.48	368	7.22	-9.9	70.49	-0.06	-0.95	109.15	20.3	0.24	-0.51	0.06	0.24	1.77
61	fg1_m13	1	1.42	6	72.19	0.03	0.04	7.31	0.66	0.83	3.61	2.76	0.0	0.21	816	18.19	-7.21	100.4	-0.06	-1.47	85.08	15.67	1.15	1.23	0.06	1.15	-0.18
62	fg1_m13	1	1.47	1	84.14	0.03	0.05	8.09	0.47	0.6	5.3	12.54	0.3	0.21	657	11.56	-1.19	83.84	0.05	-0.97	93.18	22.03	0.31	-0.27	0.05	0.31	0.34
63	fg1_m13	1	1.47	2	62.06	0.03	0.04	10.91	0.55	0.77	1.68	3.14	0.3	0.21	780	14.92	-5.16	86.46	0.03	-1.4	83.67	19.24	1.18	1.43	0.03	1.18	2.32
64	fg1_m13	1	1.47	3	73.74	0.04	0.04	8.94	0.33	0.58	2.48	2.52	0.0	0.48	368	10.06	-6.01	48.34	-0.08	-1.15	100.41	20.77	0.85	0.01	0.08	0.85	0.36
65	fg1_m13	1	1.47	6	56.84	0.04	0.06	10.32	0.54	0.76	5.75	11.06	0.61	0.48	571	14.05	-11.92	73.03	-0.18	-1.09	93.9	18.9	0.78	0.1	0.18	0.78	-1.42
66	fg1_m13	1	1.52	0	70.57	0.04	0.04	6.62	0.2	0.3	5.69	8.2	0.43	0.48	368	7.03	-13.85	36.51	0.07	-1.03	95.16	15.42	0.48	-0.81	0.07	0.48	-0.57
67	fg1_m13	1	1.52	1	88.81	0.02	0.04	9.06	0.61	0.69	4.56	14.31	0.0	0.77	808	15.73	4.73	94.49	0.01	-1.22	87.08	16.44	1.11	1.06	0.01	1.11	0.09
68	fg1_m13	1	1.52	2	52.68	0.04	0.06	15.88	0.41	0.63	3.43	4.88	0.3	0.21	368	10.71	-8.87	57.48	0.02	-1.09	99.87	22.47	0.6	-0.25	0.02	0.6	1.37
69	fg1_m13	1	1.52	3	67.81	0.03	0.04	10.95	0.33	0.28	5.94	6.55	0.0	0.48	368	9.26	-2.7	62.75	0.07	-1.07	107.67	20.62	0.56	-0.34	0.07	0.56	0.74
70	fg1_m13	1	1.52	4	74.53	0.05	0.04	6.06	0.13	0.3	25.89	22.15	0.0	0.48	368	6.84	-3.42	27.33	0.02	-1.12	93.83	16.14	0.51	-0.68	0.02	0.51	-0.41
71	fg1_m13	1	1.52	5	60.33	0.03	0.04	11.61	0.5	0.73	11.84	19.34	0.43	0.48	633	13.41	-11.03	71.52	-0.0	-1.24	85.81	20.53	1.23	1.15	0.0	1.23	-0.61
72	fg1_m13	1	1.52	6	69.19	0.03	0.04	8.09	0.49	0.64	2.96	4.95	0.68	0.21	628	11.51	-4.47	84.79	-0.07	-1.06	93.89	18.42	0.78	0.08	0.07	0.78	0.78
73	fg1_m13	1	1.66	1	83.57	0.03	0.04	10.67	0.44	0.65	2.85	4.63	0.43	0.64	364	10.86	-0.66	59.87	-0.06	-0.93	102.7	18.3	0.34	-0.66	0.06	0.34	-0.43
74	fg1_m13	1	1.66	2	53.38	0.03	0.04	12.42	0.53	0.61	1.68	5.26	0.3	0.21	703	13.68	-4.97	74.0	-0.05	-1.15	88.43	18.58	1.3	1.55	0.05	1.3	-0.12
75	fg1_m13	1	1.66	3	70.78	0.04	0.04	9.55	0.31	0.22	3.63	4.16	0.3	0.48	368	8.63	-10.77	55.86	-0.03	-1.1	102.34	19.69	0.62	-0.38	0.03	0.62	-1.23
76	fg1_m13	1	1.66	4	79.8	0.04	0.04	6.36	0.11	0.22	53.76	38.23	0.3	0.21	368	5.44	-3.95	28.9	0.07	-0.82	95.31	14.72	0.65	-0.53	0.07	0.65	0.6
77	fg1_m13	1	1.66	5	54.66	0.02	0.03	6.91	0.48	0.62	1.08	2.48	0.0	0.21	688	12.44	-6.97	73.5	-0.02	-1.17	88.85	17.99	1.28	1.53	0.02	1.28	-0.03
